id	user	nice	system	idle	cpu_jiffy_user	cpu_jiffy_kernel	cpu_jiffy_user_childs	cpu_jiffy_kernel_childs	iowait	irq	softirq	tot_intrpt	cntx	tot_process	minor_fault	minor_fault_childs	major_fault	major_fault_childs	no_threads	virtual_mem_size	resident_mem_size	total_cpu	duration	R*duration	G*duration	B*duration	lseek	rt_sigtimedwait	uname	kill	epoll_create	umask	send	writev	fchmod	getpid	epoll_wait	read	getgid32	cacheflush	gettid	fsync	geteuid32	recvfrom	sched_get_priority_max	sendto	clock_gettime	inotify_init	connect	getsockname	close	flock	getegid32	rt_sigprocmask	inotify_add_watch	access	sigaltstack	munmap	socketpair	setpgid	getcwd	symlink	getpeername	sigaction	setsockopt	socket	sendmsg	epoll_ctl	chmod	brk	poll	open	select	unlink	sigprocmask	getsockopt	getpriority	recv	nanosleep	mkdir	set_tls	rmdir	dup	mprotect	listen	fork	fchown32	getuid32	sched_yield	statfs64	gettimeofday	mremap	fcntl64	execve	msync	wait4	chdir	madvise	getrusage	sched_setscheduler	ftruncate	rename	getdents64	accept	readv	prctl	pipe	sched_getparam	rt_sigreturn	write	setpriority	recvmsg	getrlimit	stat	restart_syscall	clone	sched_getscheduler	ioctl	readlink	clock_nanosleep	pwrite	bind	futex	mmap2	utimes	energy
115	3706.6	1.1	1088.4	37949.4	1784.8	323.0	0.4	3.7	272.5	0.7	5.2	116407.1	167183.5	543.8	59913.8	374.6	2.0	0.0	32.6	616668774.4	22324.5	2111.9	200	39600	39600	40000	7541.72727272	0.0	8.09090909091	0.0	1.81818181818	0.0	0.0	22.4545454545	0.0	6744.81818182	7087.27272727	12896.8181818	18.1818181818	4171.27272727	108.363636364	82.7272727273	18.1818181818	974.909090909	0.0	383.636363636	28597.9090909	0.0	128.818181818	66.6363636364	1167.36363636	0.0	18.1818181818	0.0	0.0	34.0	1.81818181818	235.909090909	3.63636363636	0.0	0.909090909091	0.909090909091	21.2727272727	44.5454545455	156.909090909	153.909090909	4426.18181818	9.09090909091	5.45454545455	48.9090909091	452.454545455	809.090909091	1.63636363636	40.7272727273	3436.81818182	24.0909090909	26.8181818182	0.0	11.7272727273	11.8181818182	38.0909090909	0.0	18.5454545454	3361.90909091	0.0	2.72727272727	0.0	588.545454545	2.72727272727	0.909090909091	166737.909091	1.63636363636	4845.27272727	2.72727272727	0.0	1.81818181818	0.909090909091	475.545454545	2.72727272727	0.0	13.6363636364	5.45454545455	11.8181818182	0.0	0.0	3.81818181818	12.7272727273	0.0	0.0	6184.81818182	3.81818181818	3120.54545455	6.36363636364	1978.90909091	0.454545454545	35.3636363636	0.0	1909.0	0.0	0.0	0.0	1.63636363636	85971.3636364	561.545454545	5.45454545455	226.630257896
116	3630.2	0.8	1073.9	38023.1	1766.8	328.3	0.2	3.9	290.4	0.1	5.3	104425.2	165728.8	542.2	54572.4	373.4	2.0	0.0	32.4	637551820.8	24082.0	2099.2	200	39000	39000	39400	7366.4	0.0	8.3	0.0	1.8	0.0	0.0	22.9	0.0	6559.0	7045.3	12688.4	18.4	4232.0	105.5	81.9	18.4	963.0	0.0	382.5	28292.5	0.0	129.3	68.8	1151.4	0.0	18.4	0.0	0.0	34.2	1.8	238.9	3.6	0.0	0.9	0.9	20.0	44.1	154.1	154.9	4387.7	8.7	5.6	48.3	464.6	800.6	2.5	39.6	3399.0	24.6	26.7	0.0	11.3	12.0	37.6	0.0	16.6	3339.4	0.0	2.7	0.0	581.4	2.6	1.0	164837.1	1.7	4784.8	2.7	0.0	1.8	1.0	498.4	2.8	0.0	13.5	5.4	11.9	0.0	0.0	3.5	12.6	0.0	0.0	6094.5	3.5	3089.1	6.3	1955.4	0.3	34.9	0.0	1897.9	0.0	0.9	0.0	2.5	85168.4	566.4	5.4	227.133558878
117	3621.5	0.7	1094.2	37991.9	1781.8	327.8	0.3	3.7	305.9	0.6	6.2	102550.6	165445.5	544.1	54156.5	374.8	2.0	0.0	32.5	617040691.2	22349.4	2113.6	200	38800	38600	39200	8598.9	0.0	8.9	0.0	2.0	0.0	0.0	26.5	0.0	7425.3	7783.0	14504.0	21.2	4593.0	122.2	90.8	21.2	1078.6	0.0	423.8	31360.4	0.0	141.7	72.5	1287.9	0.0	21.2	0.0	0.0	38.8	2.0	284.2	4.0	0.0	1.0	1.0	24.0	49.0	173.5	170.1	4871.3	9.6	6.4	53.3	496.5	893.2	1.8	44.8	3871.4	27.2	30.8	0.0	12.1	13.5	41.6	0.0	21.2	3699.1	0.0	3.0	0.0	649.2	3.0	1.2	182642.8	1.9	5331.0	3.0	0.0	2.0	1.2	592.1	3.2	0.0	14.9	6.0	13.4	0.0	0.0	4.5	14.0	0.0	0.0	6790.2	4.5	3470.3	7.0	2178.1	0.5	38.6	0.0	2110.6	0.0	1.4	0.0	1.8	94258.1	650.6	6.0	226.129008504
118	3685.5	0.8	1062.4	38009.6	1774.9	322.3	0.6	3.1	263.2	0.7	6.5	107887.9	166346.6	545.4	52517.4	373.3	2.1	0.0	32.6	616412364.8	22685.8	2100.9	200	38800	38800	39400	8289.6	0.0	8.9	0.0	2.0	0.0	0.0	26.1	0.0	7335.3	7812.6	14171.9	22.1	4630.9	129.8	91.0	22.1	1064.0	0.0	419.8	31546.2	0.0	141.7	68.3	1281.2	0.0	22.1	0.0	0.0	38.1	2.0	287.5	4.0	0.0	1.0	1.0	23.0	49.0	172.8	169.4	4862.5	9.4	6.1	53.4	478.7	893.4	1.8	44.2	3808.8	26.6	35.0	0.0	12.2	13.1	42.3	0.0	19.1	3786.0	0.0	3.0	0.0	652.3	2.9	1.1	183094.7	2.0	5318.0	3.0	0.0	2.0	1.2	572.0	3.2	0.0	15.0	6.0	13.4	0.0	0.0	4.3	14.0	0.0	0.0	6785.9	4.4	3560.0	7.0	2171.2	0.7	39.3	0.0	2147.5	0.0	0.6	0.0	1.8	94448.8	659.3	6.0	226.035791947
119	3720.0	1.2	1064.0	37972.5	1787.5	326.5	0.3	3.7	269.8	0.5	6.1	114387.2	167186.0	543.4	58888.7	375.1	2.0	0.0	33.0	616939929.6	22772.7	2118.0	200	39200	39000	39600	8290.2	0.1	8.8	0.0	2.0	0.0	0.0	24.4	0.0	7348.8	7748.8	14197.3	19.3	4565.3	119.4	90.8	19.3	1071.0	0.0	423.6	31383.9	0.0	141.4	76.3	1275.4	0.0	19.3	0.0	0.0	37.1	2.0	273.3	4.0	0.0	1.0	1.0	22.6	49.0	171.9	168.6	4874.1	9.2	6.0	53.8	497.2	884.7	1.6	44.0	3794.6	26.0	33.1	0.0	12.4	13.0	41.7	0.0	18.3	3727.1	0.0	3.0	0.0	646.3	3.0	1.0	182995.5	1.9	5331.0	3.0	0.0	2.0	1.0	567.6	3.0	0.0	14.9	6.0	13.0	0.0	0.0	4.2	14.0	0.0	0.0	6794.6	4.2	3400.6	7.0	2183.8	0.4	38.7	0.0	2109.0	0.0	0.0	0.0	1.6	93659.3	628.7	6.0	226.876940457
120	3517.0	1.1	1059.7	38164.5	1665.9	335.2	0.4	3.8	283.5	0.8	5.8	108017.9	161302.6	405.4	66030.4	374.0	2.0	0.0	28.1	613927731.2	23015.0	2005.3	200	39200	39200	39600	8518.2	0.1	8.0	0.0	2.0	0.0	0.0	26.2	0.0	5691.1	7946.3	14208.6	20.9	4587.3	127.2	106.0	20.9	1014.5	0.0	400.2	31716.0	0.0	6.0	59.7	1129.1	0.0	20.9	0.0	0.0	71.2	2.0	283.6	4.0	0.0	1.0	1.0	16.2	49.0	29.4	26.1	4872.4	9.2	6.2	54.0	421.1	887.6	0.0	50.0	3817.5	18.1	34.9	0.0	11.8	17.5	37.2	0.0	18.5	3496.3	0.0	3.0	0.0	652.9	3.0	1.1	182313.0	1.9	4978.6	3.0	0.0	2.0	1.1	748.9	3.1	0.0	15.0	6.0	20.2	0.0	0.0	4.4	14.0	0.0	0.0	6597.2	4.4	3411.8	7.0	1862.8	0.5	34.2	0.0	2041.6	0.0	0.4	0.0	0.0	94313.0	648.7	6.0	225.23205736
121	3620.22222222	0.666666666667	1041.66666667	38049.2222222	1666.66666667	331.111111111	0.222222222222	3.66666666667	310.888888889	0.0	6.22222222222	114961.777778	161681.777778	405.0	66586.4444444	372.888888889	2.0	0.0	28.2222222222	614074140.444	23013.8888889	2001.66666667	200	38600	38600	39000	8222.2	0.0	8.0	0.0	2.0	0.0	0.0	25.5	0.0	5794.8	7843.2	13892.9	20.2	4385.2	124.5	106.0	20.2	996.1	0.0	398.4	31613.5	0.0	6.0	55.1	1133.6	0.0	20.2	0.0	0.0	71.0	2.0	286.3	4.0	0.0	1.0	1.0	17.4	49.0	31.4	26.8	4865.3	9.8	6.2	52.8	415.9	890.3	0.0	51.2	3741.9	18.8	33.8	0.0	12.1	17.5	38.1	0.0	18.5	3470.7	0.0	3.0	0.0	649.1	2.8	1.1	182582.3	1.8	4981.6	3.0	0.0	2.0	1.1	821.9	3.1	0.0	15.0	6.0	20.2	0.0	0.0	4.6	14.0	0.0	0.0	6594.4	4.6	3309.7	7.0	1857.8	0.5	35.1	0.0	1999.0	0.0	0.0	0.0	0.0	93611.1	650.7	6.0	223.401198894
122	3577.0	0.777777777778	1054.22222222	38121.3333333	1669.44444444	338.888888889	0.111111111111	3.88888888889	273.222222222	0.777777777778	5.11111111111	108617.888889	161237.666667	404.888888889	66237.7777778	373.888888889	2.0	0.0	28.0	613740999.111	23010.7777778	2012.33333333	200	39400	39200	39800	8416.3	0.0	8.0	0.0	2.0	0.0	0.0	24.9	0.0	5708.7	7900.7	14101.1	20.3	4558.1	122.0	105.8	20.3	1005.1	0.0	402.6	31603.1	0.0	6.0	59.9	1128.9	0.0	20.3	0.0	0.0	70.3	2.0	290.1	4.0	0.0	1.0	1.0	16.6	49.0	30.5	26.3	4869.9	8.8	6.0	53.2	424.6	886.7	0.0	50.4	3801.1	18.3	34.1	0.0	12.6	17.0	36.7	0.0	18.0	3492.4	0.0	3.0	0.0	648.1	3.4	1.0	182190.6	2.0	4968.8	3.0	0.0	2.0	1.0	758.2	3.0	0.0	14.9	6.0	20.0	0.0	0.0	4.1	14.0	0.0	0.0	6602.8	4.1	3481.6	7.0	1853.6	0.4	33.7	0.0	2003.4	0.0	0.0	0.0	0.0	93340.7	647.5	6.0	224.181745769
123	3493.6	0.9	1063.7	38168.4	1658.3	336.6	0.4	3.8	302.8	0.5	4.9	101714.2	160833.0	407.7	66295.1	373.9	2.0	0.0	28.4	614256230.4	23004.1	1999.1	200	38400	38400	38800	8414.5	0.0	8.0	0.0	2.0	0.0	0.0	28.7	0.0	5668.2	8085.7	14116.4	23.3	4383.0	137.7	105.8	23.3	995.5	0.0	404.8	31876.1	0.0	6.0	66.9	1136.0	0.0	23.3	0.0	0.0	72.6	2.0	286.5	4.0	0.0	1.0	1.0	16.4	49.0	30.7	26.3	4880.0	9.6	6.5	53.7	432.8	896.7	0.0	50.0	3795.8	18.3	36.7	0.0	12.8	17.9	37.9	0.0	19.3	3473.7	0.0	3.0	0.0	656.6	2.8	1.3	182579.5	2.0	4960.0	3.0	0.0	2.0	1.3	758.5	3.3	0.0	14.9	6.0	20.6	0.0	0.0	5.2	14.0	0.0	0.0	6614.4	5.2	3618.1	7.0	1850.3	0.9	34.9	0.0	2090.1	0.0	0.0	0.0	0.0	94304.8	669.0	6.0	227.483244359
124	3486.7	1.5	1030.3	38260.5	1683.1	325.9	0.3	3.6	243.8	0.4	5.6	96743.6	158290.9	405.4	61515.8	374.4	2.0	0.0	27.8	610048409.6	22595.0	2012.9	200	39400	39400	40000	8201.6	0.0	8.0	0.0	2.0	0.0	0.0	25.0	0.0	5585.4	7986.1	13970.7	20.7	4380.8	125.7	78.0	20.7	1002.2	0.0	407.5	31802.8	0.0	6.0	65.7	1097.9	0.0	20.7	0.0	0.0	36.4	2.0	276.1	4.0	0.0	1.0	1.0	15.8	49.0	29.8	25.9	4875.9	9.5	6.0	53.8	431.5	867.8	0.0	41.2	3764.6	17.9	34.6	0.0	11.8	13.0	36.3	0.0	18.7	3460.5	0.0	3.0	0.0	651.4	2.9	1.0	182792.8	1.9	4779.5	3.0	0.0	2.0	1.1	644.5	3.1	0.0	15.0	6.0	19.5	0.0	0.0	4.1	14.0	0.0	0.0	6538.7	4.1	3529.1	7.0	1765.4	0.6	33.3	0.0	2058.9	0.0	0.0	0.0	0.0	93982.3	640.2	6.0	224.423228527
125	3514.0	0.8	1044.8	38220.6	1691.3	329.5	0.1	3.7	237.6	0.5	5.9	101105.6	159788.4	407.3	63677.5	375.1	2.0	0.0	27.9	610357657.6	22569.3	2024.6	200	39200	39000	39400	8405.1	0.0	8.0	0.0	2.0	0.0	0.0	26.0	0.0	5638.4	7920.0	14164.8	21.2	4384.4	125.9	78.0	21.2	990.4	0.0	396.2	31762.6	0.0	6.0	55.5	1099.8	0.0	21.2	0.0	0.0	37.0	2.0	273.9	4.0	0.0	1.0	1.0	16.2	49.0	29.9	26.2	4870.1	9.4	6.2	53.8	427.3	869.7	0.0	41.2	3799.9	18.2	35.0	0.0	11.5	13.2	37.1	0.0	18.4	3467.0	0.0	3.0	0.0	651.4	2.6	1.1	182803.9	1.9	4779.6	3.0	0.0	2.0	1.1	625.2	3.1	0.0	15.0	6.0	19.6	0.0	0.0	4.6	14.0	0.0	0.0	6501.1	4.7	3497.0	7.0	1766.9	0.5	34.1	0.0	2026.1	0.0	0.4	0.0	0.0	94540.0	641.3	6.0	224.341083568
126	3514.4	0.8	1033.7	38218.7	1682.5	337.1	0.2	3.6	249.0	0.1	6.1	101365.3	159610.5	406.4	63538.3	375.9	2.0	0.0	28.2	610598912.0	22562.0	2023.4	200	39200	39000	39400	7509.2	0.0	7.2	0.0	1.8	0.0	0.0	24.2	0.0	5130.7	7122.8	12699.3	20.3	3956.0	117.4	70.2	20.3	910.5	0.0	360.2	28607.6	0.0	5.4	55.4	993.1	0.0	20.3	0.0	0.0	34.2	1.8	251.8	3.6	0.0	0.9	0.9	15.0	44.1	28.0	23.9	4385.4	9.4	5.8	48.2	395.8	786.6	0.0	37.3	3421.0	16.7	31.7	0.0	10.8	12.4	33.5	0.0	17.2	3147.1	0.0	2.7	0.0	587.7	2.8	1.1	164223.7	1.8	4312.2	2.7	0.0	1.8	1.1	593.2	2.9	0.0	13.5	5.4	18.0	0.0	0.0	3.9	12.6	0.0	0.0	5869.1	3.9	3064.9	6.3	1596.1	0.6	30.8	0.0	1859.0	0.0	0.0	0.0	0.0	85015.1	588.1	5.4	224.612358046
127	3559.9	0.8	1030.9	38186.2	1706.1	321.5	0.5	3.5	242.4	0.3	4.8	106714.6	160690.7	406.8	63351.7	375.4	2.0	0.0	28.0	593098752.0	20914.0	2031.6	200	39200	39000	39400	8297.2	0.0	8.0	0.0	2.0	0.0	0.0	25.6	0.0	5640.0	7931.6	14072.6	20.8	4370.2	129.1	78.0	20.8	1013.4	0.0	407.9	31863.5	0.0	6.0	68.6	1104.0	0.0	20.8	0.0	0.0	36.6	2.0	282.4	4.0	0.0	1.0	1.0	17.4	49.0	30.8	27.1	4874.4	10.0	6.0	53.1	422.8	870.1	0.0	41.1	3791.7	19.1	34.6	0.0	13.2	13.0	37.4	0.0	17.6	3454.4	0.0	3.0	0.0	650.5	2.6	1.0	182797.1	2.0	4767.5	3.0	0.0	2.0	1.0	660.2	3.0	0.0	15.0	6.0	19.5	0.0	0.0	4.3	14.0	0.0	0.0	6522.7	4.3	3451.0	7.0	1756.8	0.7	34.4	0.0	2127.6	0.0	0.0	0.0	0.0	94075.8	645.5	6.0	224.098670161
128	3529.7	0.6	1045.5	38193.7	1689.8	329.7	0.1	3.9	251.1	0.4	5.5	98873.3	160322.1	406.0	63368.7	373.0	2.0	0.0	28.1	593340006.4	20927.2	2023.5	200	39400	39400	39800	8100.8	0.0	8.0	0.0	2.0	0.0	0.0	26.1	0.0	5689.8	8037.1	13844.9	22.0	4406.7	131.1	78.0	22.0	993.4	0.0	392.1	31886.0	0.0	6.0	47.7	1103.8	0.0	22.0	0.0	0.0	36.5	2.0	280.5	4.0	0.0	1.0	1.0	17.0	49.0	30.4	26.8	4862.7	9.6	6.0	54.2	406.1	871.0	0.0	41.2	3739.3	18.8	35.5	0.0	12.0	13.0	37.4	0.0	17.5	3523.1	0.0	3.0	0.0	651.9	2.7	1.0	182492.0	1.9	4788.2	3.0	0.0	2.0	1.0	658.3	3.0	0.0	15.0	6.0	19.6	0.0	0.0	4.7	14.0	0.0	0.0	6520.8	4.7	3676.2	7.0	1772.5	0.6	34.4	0.0	2038.7	0.0	0.9	0.0	0.0	94117.5	643.0	6.0	223.432128174
129	3498.1	1.0	1048.0	38252.4	1687.7	331.9	0.3	3.6	216.1	0.4	5.7	94629.7	159043.7	405.0	61478.4	375.3	2.0	0.0	28.0	592933273.6	20929.5	2023.5	200	39200	39200	39800	8003.6	0.0	8.0	0.0	2.0	0.0	0.0	25.9	0.0	5673.7	7933.3	13763.7	20.8	4391.2	127.9	78.0	20.8	1008.1	0.0	403.6	31804.9	0.0	6.0	61.7	1100.7	0.0	20.8	0.0	0.0	37.0	2.0	260.3	4.0	0.0	1.0	1.0	16.6	49.0	30.8	26.5	4875.4	10.8	6.2	52.7	426.8	867.2	0.0	41.6	3713.9	18.5	35.4	0.0	11.7	13.5	37.9	0.0	17.7	3496.4	0.0	3.0	0.0	651.3	3.3	1.1	182960.3	2.0	4799.0	3.0	0.0	2.0	1.1	637.5	3.1	0.0	15.0	6.0	19.7	0.0	0.0	5.0	14.0	0.0	0.0	6533.5	5.1	3455.4	7.0	1777.8	0.3	34.8	0.0	2014.6	0.0	0.0	0.0	0.0	94730.6	619.6	6.0	223.067458955
130	3540.2	0.8	1031.3	38226.9	1689.0	324.0	0.6	3.4	224.1	0.6	5.4	100520.4	159603.0	407.2	63126.6	373.6	2.0	0.0	28.1	593461248.0	20928.6	2017.0	200	39000	39000	39400	8092.8	0.0	8.0	0.0	2.0	0.0	0.0	26.5	0.0	5566.9	8015.0	13852.7	21.9	4387.1	130.0	78.0	21.9	991.5	0.0	404.1	31923.0	0.0	6.0	62.4	1101.9	0.0	21.9	0.0	0.0	36.9	2.0	280.0	4.0	0.0	1.0	1.0	15.6	49.0	30.3	25.8	4867.2	10.2	6.1	53.9	409.9	870.2	0.0	41.0	3725.5	17.8	35.0	0.0	12.4	13.1	37.2	0.0	17.7	3475.1	0.0	3.0	0.0	651.5	3.1	1.1	183171.0	2.0	4762.8	3.0	0.0	2.0	1.1	623.2	3.1	0.0	15.0	6.0	19.8	0.0	0.0	4.2	14.0	0.0	0.0	6517.7	4.3	3485.9	7.0	1756.3	0.6	34.2	0.0	2060.1	0.0	0.0	0.0	0.0	94613.4	644.9	6.0	223.306903396
131	3531.27272727	0.636363636364	1037.27272727	38207.1818182	1686.18181818	333.181818182	0.909090909091	3.09090909091	247.272727273	0.636363636364	6.09090909091	104599.454545	160188.545455	405.727272727	63197.6363636	375.545454545	2.0	0.0	28.0909090909	593382679.273	20951.5454545	2023.36363636	200	39200	39200	39800	7997.7	0.0	8.0	0.0	2.0	0.0	0.0	26.5	0.0	5727.2	7995.4	13771.4	20.7	4273.7	125.9	78.0	20.7	1008.4	0.0	405.0	31921.8	0.0	6.0	68.0	1102.7	0.0	20.7	0.0	0.0	37.1	2.0	282.0	4.0	0.0	1.0	1.0	17.4	49.0	30.8	26.9	4880.2	9.3	6.2	53.0	429.3	868.2	0.0	41.0	3709.3	18.9	33.6	0.0	12.3	13.5	36.4	0.0	17.8	3499.2	0.0	3.0	0.0	651.1	2.7	1.1	188390.0	2.0	4792.7	3.0	0.0	2.0	1.1	655.3	3.1	0.0	15.0	6.0	19.9	0.0	0.0	4.0	14.0	0.0	0.0	6523.8	4.0	3594.7	7.0	1776.5	0.6	33.4	0.0	2027.9	0.0	0.4	0.0	0.0	94796.6	641.8	6.0	225.308160156
132	3488.1	1.1	1039.3	38308.3	1689.4	333.3	0.2	3.6	230.6	0.4	5.4	98556.2	159216.9	405.5	62493.2	372.6	2.0	0.0	28.0	593033216.0	20945.7	2026.5	200	39200	39000	39600	7401.9	0.0	7.2	0.0	1.8	0.0	0.0	25.1	0.0	5040.9	7155.4	12579.1	20.6	3845.6	123.2	70.2	20.6	905.1	0.0	362.7	28696.4	0.0	5.4	55.5	993.8	0.0	20.6	0.0	0.0	34.2	1.8	247.4	3.6	0.0	0.9	0.9	14.2	44.1	27.3	23.4	4384.0	9.6	5.8	47.9	369.2	785.8	0.0	36.9	3388.5	16.2	32.5	0.0	10.9	12.4	33.8	0.0	16.6	3150.3	0.0	2.7	0.0	590.4	2.8	1.1	169611.6	1.7	4307.0	2.7	0.0	1.8	1.1	591.5	2.9	0.0	13.5	5.4	18.0	0.0	0.0	4.3	12.6	0.0	0.0	5865.3	4.5	3138.8	6.3	1595.0	0.6	31.1	0.0	1856.3	0.0	0.0	0.0	0.0	85124.4	581.4	5.4	224.17903506
133	3531.9	0.3	1041.3	38166.4	1680.7	328.6	0.4	3.6	293.8	0.3	6.1	108448.3	160494.2	405.0	63004.2	372.9	2.0	0.0	27.9	592922214.4	20936.7	2013.3	200	39200	39200	39600	8193.9	0.1	8.0	0.0	2.0	0.0	0.0	24.6	0.0	5630.6	8072.1	13940.8	19.8	4235.7	121.8	78.0	19.8	1002.4	0.0	396.0	31839.9	0.0	6.0	50.3	1098.0	0.0	19.8	0.0	0.0	36.2	2.0	265.5	4.0	0.0	1.0	1.0	17.0	49.0	30.4	27.0	4868.1	9.2	6.0	53.0	407.2	862.3	0.0	41.0	3774.6	19.0	33.9	0.0	9.8	13.0	36.9	0.0	17.2	3471.8	0.0	3.0	0.0	650.3	3.0	1.0	189513.1	2.0	4771.2	3.0	0.0	2.0	1.0	639.3	3.0	0.0	15.0	6.0	19.6	0.0	0.0	4.1	14.0	0.0	0.0	6492.2	4.1	3609.1	7.0	1759.1	0.4	33.9	0.0	1956.9	0.0	0.0	0.0	0.0	95280.4	616.3	6.0	224.645761148
134	3525.6	1.2	1038.9	38227.3	1673.4	336.6	0.5	4.0	231.0	0.6	4.7	100559.9	159466.0	405.2	63271.2	374.8	2.0	0.0	28.1	592881254.4	20871.9	2014.5	200	39000	39000	39400	8095.8	0.0	8.0	0.0	2.0	0.0	0.0	24.7	0.0	5615.2	8067.5	13854.5	20.3	4238.8	126.8	78.0	20.3	992.2	0.0	396.6	31818.8	0.0	6.0	56.0	1100.8	0.0	20.3	0.0	0.0	36.4	2.0	278.7	4.0	0.0	1.0	1.0	16.6	49.0	29.9	26.4	4871.3	9.6	6.0	52.8	415.4	867.2	0.0	41.4	3758.7	18.4	34.2	0.0	11.1	13.0	37.1	0.0	17.4	3477.5	0.0	3.0	0.0	650.6	2.4	1.0	189873.5	1.9	4768.6	3.0	0.0	2.0	1.0	634.0	3.0	0.0	15.0	6.0	19.4	0.0	0.0	4.8	14.0	0.0	0.0	6520.6	4.8	3646.9	7.0	1756.7	0.6	34.1	0.0	1983.5	0.0	0.0	0.0	0.0	95904.2	635.6	6.0	224.540699766
135	3580.5	0.9	1032.0	38181.2	1685.1	328.1	0.5	3.6	224.7	0.5	5.6	104052.7	160317.4	405.9	63166.7	372.5	2.0	0.0	27.8	592680960.0	20930.5	2017.3	200	39200	39000	39600	8099.6	0.0	8.0	0.0	2.0	0.0	0.0	25.2	0.0	5667.6	7884.3	13820.1	20.8	4239.6	128.8	77.8	20.8	998.8	0.0	397.6	31675.2	0.0	6.0	47.5	1101.5	0.0	20.8	0.0	0.0	36.7	2.0	266.4	4.0	0.0	1.0	1.0	16.8	49.0	31.3	26.5	4855.0	10.0	6.1	53.5	379.8	867.4	0.0	41.6	3749.9	18.5	35.3	0.0	13.1	13.1	37.1	0.0	17.7	3475.9	0.0	3.0	0.0	653.9	3.3	1.1	189642.6	1.9	4778.4	3.0	0.0	2.0	1.2	607.5	3.2	0.0	14.9	6.0	20.0	0.0	0.0	4.7	14.0	0.0	0.0	6498.2	4.9	3356.6	7.0	1762.7	0.4	34.1	0.0	1972.4	0.0	0.0	0.0	0.0	95048.4	629.0	6.0	224.613024078
136	3530.0	0.9	1039.1	38200.4	1684.7	331.8	0.4	3.8	253.9	0.4	5.2	103113.3	159000.5	404.5	60848.8	371.8	2.0	0.0	27.8	593337139.2	20889.5	2020.7	200	39400	39200	39800	8192.4	0.0	8.0	0.0	2.0	0.0	0.0	25.6	0.0	5640.4	7971.1	13936.1	21.4	4277.0	130.4	76.0	21.4	997.9	0.0	397.2	31771.1	0.0	6.0	49.4	1094.7	0.0	21.4	0.0	0.0	35.4	2.0	271.4	4.0	0.0	1.0	1.0	16.8	49.0	30.5	26.5	4858.5	10.1	5.3	52.9	402.4	865.5	0.0	41.0	3797.6	18.5	34.6	0.0	12.0	13.3	36.4	0.0	17.8	3580.3	0.0	3.0	0.0	653.5	3.2	1.2	189754.3	1.9	4758.5	3.0	0.0	2.0	1.2	653.2	3.2	0.0	14.0	6.0	19.4	0.0	0.0	4.4	14.0	0.0	0.0	6516.8	4.5	3493.9	7.0	1760.1	0.7	33.4	0.0	2029.0	1.0	0.0	0.0	0.0	95486.4	633.7	5.0	224.415684038
137	3485.3	1.2	1051.0	38232.8	1680.4	332.6	0.2	4.0	261.3	0.5	6.2	95150.7	159654.2	408.0	59446.7	375.5	2.0	0.0	28.0	593243750.4	20872.5	2017.2	200	39200	39200	39600	8087.7	0.0	8.0	0.0	2.0	0.0	0.0	26.6	0.0	5548.5	8020.6	13820.3	22.8	4245.6	135.6	76.0	22.8	991.0	0.0	391.5	31868.5	0.0	6.0	42.4	1097.3	0.0	22.8	0.0	0.0	35.6	2.0	250.8	4.0	0.0	1.0	1.0	16.2	49.0	30.4	26.4	4858.1	9.7	5.2	53.3	391.9	868.9	0.0	41.0	3750.5	18.4	35.6	0.0	11.2	13.5	37.9	0.0	18.2	3532.0	0.0	3.0	0.0	658.2	2.7	1.2	189738.2	2.0	4739.3	3.0	0.0	2.0	1.3	601.9	3.3	0.0	14.0	6.0	19.6	0.0	0.0	4.8	14.0	0.0	0.0	6494.9	4.9	3694.8	7.0	1745.9	0.7	34.9	0.0	2027.9	1.0	0.9	0.0	0.0	95015.0	622.3	5.0	225.882927127
138	3489.4	0.7	1042.7	38262.4	1678.8	340.5	0.0	3.6	223.2	0.2	5.7	102574.4	159332.3	405.4	62834.7	375.1	2.0	0.0	28.0	593027072.0	20841.2	2022.9	200	39400	39200	39800	8196.7	0.0	8.0	0.0	2.0	0.0	0.0	25.5	0.0	5692.4	7940.7	13951.8	20.4	4241.6	127.4	76.0	20.4	1015.9	0.0	400.3	31695.8	0.0	6.0	57.8	1093.8	0.0	20.4	0.0	0.0	35.0	2.0	260.7	4.0	0.0	1.0	1.0	17.0	49.0	30.8	26.6	4864.0	10.8	5.2	54.1	404.2	863.0	0.0	41.6	3778.5	18.6	34.9	0.0	11.5	13.2	37.5	0.0	17.6	3507.1	0.0	3.0	0.0	653.5	3.0	1.1	189812.4	2.0	4765.9	3.0	0.0	2.0	1.1	659.3	3.1	0.0	18.0	6.0	19.2	0.0	0.0	4.6	14.0	0.0	0.0	6516.2	4.6	3395.9	7.0	1765.5	0.7	34.5	0.0	2004.1	1.0	0.0	0.0	0.0	95503.3	618.8	5.0	223.546011191
