id	user	nice	system	idle	cpu_jiffy_user	cpu_jiffy_kernel	cpu_jiffy_user_childs	cpu_jiffy_kernel_childs	iowait	irq	softirq	tot_intrpt	cntx	tot_process	minor_fault	minor_fault_childs	major_fault	major_fault_childs	no_threads	virtual_mem_size	resident_mem_size	total_cpu	duration	R*duration	G*duration	B*duration	lseek	rt_sigtimedwait	uname	kill	epoll_create	umask	send	writev	fchmod	getpid	epoll_wait	read	getgid32	cacheflush	gettid	fsync	geteuid32	recvfrom	sched_get_priority_max	sendto	clock_gettime	inotify_init	connect	getsockname	close	flock	getegid32	rt_sigprocmask	inotify_add_watch	access	sigaltstack	munmap	socketpair	setpgid	getcwd	symlink	getpeername	sigaction	setsockopt	socket	sendmsg	epoll_ctl	chmod	brk	poll	open	select	unlink	sigprocmask	getsockopt	getpriority	recv	nanosleep	mkdir	set_tls	rmdir	dup	mprotect	listen	fork	fchown32	getuid32	sched_yield	statfs64	gettimeofday	mremap	fcntl64	execve	msync	wait4	chdir	madvise	getrusage	sched_setscheduler	ftruncate	rename	getdents64	accept	readv	prctl	pipe	sched_getparam	rt_sigreturn	write	setpriority	recvmsg	getrlimit	stat	restart_syscall	clone	sched_getscheduler	ioctl	readlink	clock_nanosleep	pwrite	bind	futex	mmap2	utimes	energy
57	3295.1	1.0	940.4	38441.0	1310.1	192.1	0.9	3.6	350.2	0.5	5.8	88169.0	121868.5	544.1	37003.3	367.6	2.0	0.0	32.5	617090662.4	23972.0	1506.7	200	38400	38400	38800	9091.2	0.0	9.0	0.0	2.0	0.0	0.0	79.1	0.0	7473.0	7563.7	15313.1	14.0	7483.7	124.4	89.0	14.0	1073.8	0.0	421.4	13452.1	0.0	144.3	75.8	1452.9	0.0	14.0	0.0	0.0	33.9	2.0	127.1	4.0	0.0	1.0	1.0	24.6	49.0	175.5	173.6	4864.4	8.9	6.2	95.3	513.9	1108.4	2.0	44.4	3725.0	28.3	36.6	0.0	10.6	13.5	43.3	0.0	17.6	4344.3	0.0	3.0	0.0	477.0	1.7	0.1	55156.3	1.0	5358.4	3.0	0.0	2.0	1.1	70.3	3.1	0.0	14.0	6.0	17.2	0.0	0.0	5.5	14.0	0.0	0.0	10691.7	5.5	3304.2	7.0	2703.4	1.3	40.3	0.0	2288.6	0.0	0.9	0.0	2.0	44326.5	518.7	37.0	220.494454726
58	3299.5	0.9	925.0	38481.1	1346.5	178.5	0.1	4.2	324.1	0.4	6.4	83087.3	121226.3	544.4	36902.0	369.0	2.0	0.0	32.5	615195033.6	23723.2	1529.3	200	37600	37800	38200	9079.5	0.0	9.0	0.0	2.0	0.0	0.0	80.1	0.0	7250.6	7550.8	15290.6	14.0	7506.7	127.1	89.0	14.0	1080.1	0.0	428.0	13438.4	0.0	143.3	83.0	1449.8	0.0	14.0	0.0	0.0	34.0	2.0	127.3	4.0	0.0	1.0	1.0	23.0	49.0	172.9	170.9	4857.9	9.7	6.2	97.5	497.2	1108.0	2.0	44.6	3738.1	26.6	38.8	0.0	13.7	13.5	43.1	0.0	17.7	4390.7	0.0	3.0	0.0	480.1	2.4	0.1	55049.6	1.0	5307.4	3.0	0.0	2.0	1.1	90.7	3.1	0.0	14.0	6.0	17.2	0.0	0.0	5.9	14.0	0.0	0.0	10361.5	5.9	3152.2	7.0	2667.1	1.2	40.1	0.0	2285.4	0.0	1.1	0.0	2.0	44002.0	518.8	37.0	220.396277225
59	3205.2	0.8	926.8	38584.9	1304.5	188.7	0.3	4.4	314.6	0.9	6.8	82424.6	120121.3	543.2	37071.9	369.9	2.0	0.0	32.7	617107046.4	23970.3	1497.9	200	38000	38000	38400	8164.3	0.0	8.1	0.0	1.9	0.0	0.0	69.3	0.0	6432.7	6952.4	13777.7	12.6	6764.2	106.2	80.1	12.6	969.3	0.0	385.7	12220.3	0.0	129.2	72.3	1297.3	0.0	12.6	0.0	0.0	29.7	1.8	110.8	3.6	0.0	0.9	0.9	20.6	44.1	155.4	154.2	4391.4	8.6	5.4	87.1	456.9	989.2	1.8	39.8	3368.1	24.1	32.8	0.0	9.0	11.7	37.8	0.0	14.9	3943.1	0.0	2.7	0.0	428.3	1.5	0.0	49747.3	0.9	4759.1	2.7	0.0	1.8	0.9	80.0	2.7	0.0	12.6	5.4	15.3	0.0	0.0	4.4	12.7	0.0	0.0	9366.5	4.4	3223.6	6.3	2385.5	1.1	35.1	0.0	2028.7	0.0	0.0	0.0	1.8	40279.8	450.1	33.3	220.592155796
60	3291.6	0.9	945.4	38499.6	1329.6	185.4	0.3	4.6	294.3	0.4	6.0	88624.8	123154.4	546.4	36873.1	368.0	2.0	0.0	32.6	616791244.8	23967.2	1519.9	200	38000	38000	38400	9076.9	0.1	8.9	0.0	2.0	0.0	0.0	77.0	0.0	7114.8	7707.4	15314.3	14.0	7524.6	122.1	89.0	14.0	1069.7	0.0	431.7	13543.0	0.0	142.7	91.9	1445.2	0.0	14.0	0.0	0.0	33.9	2.0	125.5	4.0	0.0	1.0	1.0	22.0	49.0	171.7	169.6	4876.6	9.6	6.2	97.5	509.0	1104.9	1.8	44.0	3749.7	25.8	35.4	0.0	8.7	13.5	43.2	0.0	17.3	4443.3	0.0	3.0	0.0	475.3	2.2	0.1	55300.5	1.0	5292.4	3.0	0.0	2.2	1.1	84.3	3.1	0.0	14.0	6.0	17.2	0.0	0.0	5.2	14.0	0.0	0.0	10521.1	5.2	3387.7	7.0	2658.5	1.3	40.2	0.0	2303.5	0.0	0.0	0.0	1.8	44405.5	511.8	37.0	219.957903705
61	3182.8	0.9	938.6	38586.6	1294.9	185.6	0.3	4.5	320.5	0.5	7.0	77633.2	120621.6	544.3	36197.3	370.5	2.0	0.0	32.8	617351577.6	23997.3	1485.3	200	38400	38400	39000	9073.5	0.0	8.9	0.0	2.0	0.0	0.0	83.3	0.0	7205.6	7603.3	15288.0	14.0	7529.9	129.2	89.0	14.0	1049.2	0.0	420.7	13474.5	0.0	143.3	70.2	1452.6	0.0	14.0	0.0	0.0	33.7	2.0	137.1	4.0	0.0	1.0	1.0	23.4	49.0	173.5	171.0	4858.1	9.3	6.0	96.5	486.2	1114.5	1.8	44.2	3740.2	26.6	38.1	0.0	9.4	13.0	43.3	0.0	16.6	4396.6	0.0	3.0	0.0	479.3	1.9	0.0	54694.7	1.1	5283.7	3.0	0.0	2.0	1.0	76.4	3.0	0.0	14.0	6.0	17.0	0.0	0.0	5.6	14.0	0.0	0.0	10946.2	5.6	3328.5	7.0	2654.7	1.2	40.2	0.0	2295.5	0.0	0.0	0.0	1.8	44037.2	539.4	37.0	219.40442404
62	3250.88888889	0.666666666667	932.666666667	38544.2222222	1297.44444444	190.0	0.555555555556	4.0	302.444444444	0.888888888889	5.88888888889	86356.0	121008.444444	544.0	38199.8888889	370.222222222	2.0	0.0	32.4444444444	617173447.111	23772.4444444	1492.0	200	38800	38800	39400	9181.4	0.1	9.0	0.0	2.1	0.0	0.0	88.1	0.0	7162.3	7548.9	15400.4	14.0	7320.6	131.6	89.0	14.0	1049.8	0.0	418.9	13451.6	0.0	143.8	75.4	1453.6	0.0	14.0	0.0	0.0	35.4	2.0	136.5	4.0	0.0	1.0	1.0	23.0	49.0	174.0	172.1	4856.9	10.1	6.6	96.6	505.0	1114.1	2.0	44.0	3834.1	27.3	39.4	0.0	10.4	13.9	43.3	0.0	16.4	4574.7	0.0	3.0	0.0	482.4	2.0	0.2	54170.6	1.0	5289.2	3.0	0.0	2.0	1.3	71.0	3.3	0.0	14.0	6.0	17.4	0.0	0.0	6.1	14.1	0.0	0.0	10886.0	6.3	3325.0	7.0	2670.3	1.4	40.3	0.0	2289.8	0.0	0.0	0.0	2.0	43899.7	532.8	40.0	220.552149276
63	3167.2	0.9	926.1	38619.7	1299.6	185.1	0.1	5.0	316.5	0.6	6.8	82616.3	120749.0	544.0	38109.7	370.7	2.0	0.0	32.5	617338880.0	23767.8	1489.8	200	38800	38800	39200	9187.8	0.0	8.9	0.0	2.0	0.0	0.0	79.4	0.0	7224.3	7623.6	15397.5	14.0	7288.0	122.7	89.0	14.0	1076.7	0.0	425.1	13478.8	0.0	143.1	81.6	1442.9	0.0	14.0	0.0	0.0	33.9	2.0	131.9	4.0	0.0	1.0	1.0	23.2	49.0	173.0	170.9	4848.9	9.2	6.2	96.7	490.2	1105.1	1.8	44.6	3808.4	26.7	35.7	0.0	9.0	13.3	43.1	0.0	15.5	4530.1	0.0	3.0	0.0	474.9	1.9	0.1	54499.4	1.0	5306.4	3.0	0.0	2.0	1.1	63.0	3.1	0.0	14.0	6.0	17.2	0.0	0.0	5.2	14.0	0.0	0.0	10728.7	5.2	3297.9	7.0	2675.4	1.2	40.1	0.0	2260.3	0.0	0.4	0.0	1.8	44286.0	513.4	40.0	219.338790254
64	2989.5	0.7	917.6	38817.8	1238.5	183.1	0.4	4.0	327.4	0.7	6.1	72689.6	114707.9	528.3	37320.5	368.7	1.9	0.0	32.2	614197657.6	23274.3	1426.0	200	38600	38600	39200	9179.3	0.0	8.9	0.0	2.0	0.0	0.0	80.4	0.0	7167.2	7689.3	15402.0	14.0	6288.0	125.3	89.0	14.0	1060.4	0.0	421.0	13557.8	0.0	142.7	77.6	1445.2	0.0	14.0	0.0	0.0	33.7	2.0	144.3	4.0	0.0	1.0	1.0	23.0	49.0	172.3	170.2	4851.5	9.5	6.2	97.8	491.7	1107.8	1.8	44.0	3816.1	26.4	35.0	0.0	8.7	13.2	44.3	0.0	15.8	4591.1	0.0	3.0	0.0	479.9	2.1	0.0	54541.2	1.1	5282.7	3.0	0.0	2.0	1.1	51.0	3.1	0.0	14.0	6.0	17.0	0.0	0.0	5.1	14.0	0.0	0.0	10735.5	5.1	3461.9	7.0	2664.3	1.4	41.2	0.0	2269.0	0.0	0.0	0.0	1.8	44259.4	516.9	40.0	219.718232498
65	3092.9	0.5	924.2	38646.7	1289.8	184.2	0.5	3.8	363.9	0.8	7.0	71991.6	119628.7	542.6	37689.9	369.5	2.0	0.0	32.3	616122368.0	23602.0	1478.3	200	39200	39200	39600	8258.9	0.0	8.1	0.0	1.9	0.0	0.0	70.6	0.0	6441.1	6887.1	13860.9	12.6	5646.6	108.4	80.1	12.6	954.2	0.0	381.5	12150.8	0.0	127.8	72.8	1299.6	0.0	12.6	0.0	0.0	29.9	1.8	127.6	3.6	0.0	0.9	0.9	20.6	44.1	154.1	152.6	4371.0	7.4	5.4	85.3	445.1	996.4	1.8	39.8	3437.1	23.9	31.2	0.0	8.1	11.7	39.0	0.0	13.8	4111.8	0.0	2.7	0.0	427.5	1.5	0.0	48948.1	0.9	4755.5	2.7	0.0	1.8	0.9	59.8	2.7	0.0	12.6	5.4	15.3	0.0	0.0	4.3	12.7	0.0	0.0	9644.7	4.3	3169.6	6.3	2395.4	1.1	36.3	0.0	2030.3	0.0	0.0	0.0	1.8	39677.8	461.7	36.0	218.305147522
66	3213.1	1.6	932.6	38556.7	1286.8	185.4	0.3	4.3	325.6	0.7	6.9	87183.2	121284.1	543.5	37499.8	368.7	2.0	0.0	32.6	616553267.2	23489.1	1476.8	200	38000	38200	38600	8261.1	0.0	7.9	0.0	1.8	0.0	0.0	72.6	0.0	6424.7	6927.6	13849.2	12.6	5620.1	113.4	80.1	12.6	957.2	0.0	382.5	12217.3	0.0	127.2	71.6	1296.5	0.0	12.6	0.0	0.0	30.6	1.8	128.6	3.6	0.0	0.9	0.9	19.8	44.1	154.7	151.3	4371.9	8.6	5.6	87.1	433.7	994.8	1.4	40.2	3417.7	23.0	32.7	0.0	8.4	12.0	39.4	0.0	14.3	4068.6	0.0	2.7	0.0	432.2	1.9	0.1	48932.9	1.0	4751.6	2.7	0.0	1.8	1.0	60.8	2.8	0.0	12.6	5.4	15.5	0.0	0.0	4.6	12.6	0.0	0.0	9671.2	4.6	3100.6	6.3	2391.2	1.2	36.7	0.0	2049.0	0.0	0.0	0.0	1.4	39186.7	463.3	36.0	219.611434819
67	3295.7	0.4	925.4	38504.0	1313.6	180.8	0.8	3.9	303.1	0.4	7.0	89345.5	122535.8	543.6	37824.1	369.5	2.0	0.0	32.8	617490432.0	23619.0	1499.1	200	38600	38800	39200	9187.0	0.0	9.0	0.0	2.0	0.0	0.0	84.3	0.0	7219.9	7658.2	15391.8	14.0	6092.5	130.2	89.0	14.0	1075.9	0.0	415.8	13516.8	0.0	142.0	66.8	1451.9	0.0	14.0	0.0	0.0	34.8	2.0	147.6	4.0	0.0	1.0	1.0	22.8	49.0	172.6	169.7	4846.5	9.8	6.4	97.4	487.9	1114.9	2.0	44.6	3836.1	26.7	37.4	0.0	10.3	13.4	44.3	0.0	16.7	4594.9	0.0	3.0	0.0	478.8	1.8	0.2	55035.6	1.0	5290.0	3.0	0.0	2.0	1.2	77.5	3.2	0.0	14.0	6.0	17.4	0.0	0.0	5.8	14.0	0.0	0.0	10922.5	5.9	3507.3	7.0	2668.6	1.0	41.2	0.0	2278.2	0.0	0.0	0.0	2.0	44197.4	531.1	40.0	220.794844261
68	3173.33333333	0.666666666667	980.444444444	38576.3333333	1280.55555556	183.0	0.0	4.11111111111	332.0	0.333333333333	7.33333333333	84682.4444444	122028.0	543.111111111	40144.8888889	369.333333333	2.0	0.0	32.6666666667	617292686.222	22295.0	1467.66666667	200	38400	38600	39000	9176.9	0.0	8.9	0.0	2.0	0.0	0.0	82.7	0.0	7134.2	7595.1	15405.1	14.0	6091.4	123.8	89.0	14.0	1062.2	0.0	423.6	13458.2	0.0	141.7	81.3	1462.1	0.0	14.0	0.0	0.0	33.3	2.0	154.0	4.0	0.0	1.0	1.0	22.6	49.0	171.8	169.5	4863.0	9.4	6.0	97.6	490.1	1113.4	1.8	44.2	3830.0	26.7	36.4	0.0	7.7	13.0	44.1	0.0	21.6	4593.2	0.0	3.0	0.0	474.8	1.5	0.0	54969.1	1.0	5276.0	3.0	0.0	2.0	1.0	60.1	3.0	0.0	14.0	6.0	17.0	0.0	0.0	5.3	14.0	0.0	0.0	10816.3	5.3	3233.3	7.0	2654.4	1.3	41.1	0.0	2283.2	0.0	0.0	0.0	1.8	44368.4	525.0	40.0	220.693652222
69	3163.7	0.9	984.2	38516.0	1296.4	188.5	0.5	4.5	364.5	0.3	7.8	90923.6	121359.9	543.6	40352.3	371.6	2.0	0.0	32.6	617519923.2	22338.0	1489.9	200	37800	37800	38200	9178.5	0.0	8.9	0.0	2.1	0.0	0.0	80.1	0.0	7131.6	7586.4	15395.9	14.0	5989.6	127.1	89.0	14.0	1072.1	0.0	422.3	13447.8	0.0	141.7	81.1	1463.4	0.0	14.0	0.0	0.0	34.0	2.0	156.5	4.0	0.0	1.0	1.0	22.8	49.0	171.4	169.2	4861.5	9.2	6.2	97.1	494.8	1115.0	1.8	44.2	3817.3	26.4	36.4	0.0	10.5	13.5	44.8	0.0	21.7	4541.6	0.0	3.0	0.0	480.5	1.9	1.1	54924.5	1.0	5284.1	3.0	0.0	2.0	1.1	62.1	3.1	0.0	14.0	6.0	17.2	0.0	0.0	5.9	14.1	0.0	0.0	10867.6	5.9	3343.0	7.0	2662.0	1.3	41.8	0.0	2314.0	0.0	0.9	0.0	1.8	44081.4	529.9	40.0	219.8822208
70	3128.8	0.9	962.6	38619.3	1261.9	185.3	0.2	4.1	317.9	0.1	6.6	87254.9	119933.3	542.3	40165.0	368.5	2.0	0.0	32.5	617540812.8	22234.7	1451.5	200	38800	38800	39200	9170.0	0.0	9.0	0.0	2.0	0.0	0.0	87.1	0.0	7072.6	7573.7	15407.4	14.0	5978.2	128.7	88.5	14.0	1058.1	0.0	429.5	13802.1	0.0	141.9	81.2	1474.0	0.0	14.0	0.0	0.0	34.1	2.0	160.0	4.0	0.0	1.0	1.0	23.6	49.0	172.4	170.1	4864.2	10.0	6.2	96.4	489.5	1124.4	2.0	43.8	3838.0	27.2	36.9	0.0	11.4	13.2	42.7	0.0	23.2	4637.4	0.0	3.0	0.0	480.7	1.9	1.0	56063.0	1.0	5255.0	3.0	0.0	2.0	1.1	78.4	3.1	0.0	14.0	6.0	17.0	0.0	0.0	4.0	14.0	0.0	0.0	11106.5	4.0	3305.6	7.0	2648.4	1.0	39.7	0.0	2601.2	0.0	0.0	0.0	2.0	44939.1	546.3	41.0	219.053572934
71	3250.6	0.6	1009.3	38450.7	1397.4	197.3	0.5	3.8	320.4	0.6	5.9	84745.1	124802.6	541.4	40479.3	370.0	2.0	0.0	32.3	617224601.6	22274.4	1599.0	200	38400	38600	39000	9191.3	0.0	8.9	0.0	2.0	0.0	0.0	87.3	0.0	7191.2	7715.8	15420.0	14.0	6008.9	129.8	89.0	14.0	1051.0	0.0	419.6	13602.4	0.0	141.7	76.1	1471.5	0.0	14.0	0.0	0.0	35.2	2.0	158.7	4.0	0.0	1.0	1.0	23.2	49.0	171.9	169.3	4860.5	9.8	6.5	97.4	489.9	1123.1	1.8	44.4	3826.6	26.5	37.5	0.0	12.4	13.8	43.7	0.0	22.9	4572.0	0.0	3.0	0.0	480.1	2.2	1.1	54959.6	1.1	5303.0	3.0	0.0	2.1	1.3	79.8	3.3	0.0	14.0	6.0	17.2	0.0	0.0	4.5	14.0	0.0	0.0	10995.8	4.5	3413.3	7.0	2678.3	1.1	40.7	0.0	2312.5	0.0	1.0	0.0	1.8	44526.3	540.7	40.0	220.672607985
72	3619.9	0.9	992.6	38108.1	1767.5	204.4	0.6	3.8	309.8	0.2	6.4	90023.9	122679.1	540.0	57789.0	368.5	2.0	0.0	32.7	623135129.6	22706.0	1976.3	200	39800	39800	40200	9249.9	0.0	9.0	0.0	2.0	0.0	0.0	86.6	0.0	7146.9	7490.3	15471.8	14.0	5937.9	130.0	89.0	14.0	1052.9	0.0	424.5	13547.4	0.0	142.0	76.0	1474.3	0.0	14.0	0.0	0.0	35.1	2.0	238.9	4.0	0.0	1.0	1.0	22.8	49.0	171.5	169.4	4866.3	10.2	6.4	97.5	480.9	1125.7	2.0	44.0	4420.0	26.4	36.8	0.0	11.8	14.0	43.4	0.0	23.1	4564.5	0.0	3.0	0.0	478.9	2.5	1.2	56110.7	1.0	5306.0	3.0	0.0	2.0	1.2	273.6	3.2	0.0	14.0	6.0	17.4	0.0	0.0	4.8	14.0	0.0	0.0	11020.4	4.8	3126.3	7.0	2680.6	1.0	40.4	0.0	2338.5	0.0	0.9	0.0	2.0	45092.7	630.5	41.0	226.397496576
73	3560.33333333	0.777777777778	992.111111111	38147.4444444	1737.77777778	194.777777778	0.111111111111	3.77777777778	333.333333333	0.444444444444	6.33333333333	86106.0	121524.888889	540.111111111	52741.8888889	366.222222222	2.0	0.0	32.6666666667	622642972.444	22834.6666667	1936.44444444	200	39400	39200	39600	9252.5	0.0	8.7	0.0	2.0	0.0	0.0	83.6	0.0	7334.6	7520.4	15464.1	14.0	5983.4	127.7	89.0	14.0	1050.3	0.0	419.0	13590.9	0.0	141.1	75.5	1471.2	0.0	14.0	0.0	0.0	34.6	2.0	224.5	4.0	0.0	1.0	1.0	24.4	49.0	174.2	170.2	4856.2	9.2	6.4	97.5	498.2	1122.0	1.4	44.8	4358.0	27.8	35.9	0.0	11.0	13.7	43.0	0.0	22.3	4658.9	0.0	3.0	0.0	480.4	2.3	1.1	56372.3	1.2	5319.0	3.0	0.0	2.0	1.2	257.0	3.2	0.0	14.0	6.0	17.2	0.0	0.0	4.7	14.0	0.0	0.0	10921.0	4.7	3229.1	7.0	2681.8	1.3	39.9	0.0	2302.5	0.0	0.0	0.0	1.4	45350.9	607.3	41.0	228.55329963
74	3601.2	0.6	974.9	38144.7	1757.4	197.4	0.1	4.5	309.4	0.5	5.9	88074.4	121912.6	541.4	53064.5	367.6	2.0	0.0	32.8	624101376.0	22911.7	1959.4	200	39200	39200	39600	8651.4	0.0	8.8	0.0	2.1	0.0	0.0	84.0	0.0	7079.7	7032.0	14409.4	14.0	5483.6	126.9	88.1	14.0	1012.5	0.0	415.4	13112.6	0.0	128.1	67.1	1442.1	0.0	14.0	0.0	0.0	33.6	2.0	217.2	4.0	0.0	1.0	1.0	22.6	49.0	157.1	154.2	4385.8	9.3	6.2	88.5	468.9	1101.5	1.8	43.1	4142.6	25.1	35.8	0.0	10.5	13.4	41.7	0.0	21.3	4452.7	0.0	3.0	0.0	633.2	2.3	1.1	52915.7	1.0	4925.0	3.0	0.0	2.0	1.1	245.9	3.1	0.0	13.2	5.7	17.0	0.0	0.0	4.4	14.1	0.0	0.0	10462.6	4.4	3053.4	7.0	2587.1	1.1	38.7	0.0	2179.2	0.0	1.0	0.0	1.8	42656.3	589.0	41.0	224.892151918
75	3479.88888889	0.888888888889	957.555555556	38152.2222222	1697.11111111	192.111111111	0.666666666667	4.22222222222	439.444444444	0.222222222222	6.11111111111	84644.4444444	120781.555556	541.444444444	51083.3333333	372.444444444	2.0	0.0	33.1111111111	622660266.667	22902.5555556	1894.11111111	200	38800	38800	39200	9250.1	0.1	9.0	0.0	2.0	0.0	0.0	73.4	0.0	7355.1	7767.3	15535.9	14.0	5879.3	128.4	89.0	14.0	1045.5	0.0	411.9	14031.5	0.0	142.0	67.4	1464.1	0.0	14.0	0.0	0.0	71.9	2.0	226.2	4.0	0.0	1.0	1.0	23.0	49.0	171.7	169.7	4858.9	9.2	6.2	96.7	475.9	1116.5	2.1	44.2	4304.4	26.7	33.7	0.0	12.2	13.2	42.3	0.0	21.9	4439.6	0.0	3.0	0.0	652.3	3.1	1.0	56470.6	1.0	5303.0	3.0	0.0	2.0	1.1	256.4	3.1	0.0	14.0	6.0	17.0	0.0	0.0	4.4	14.0	0.0	0.0	10742.5	4.4	3420.0	7.0	2671.5	1.2	39.2	0.0	2113.3	0.0	0.0	0.0	2.0	45151.3	601.6	41.0	223.274734555
86	3535.71428571	0.857142857143	974.857142857	38107.2857143	1697.85714286	195.285714286	1.0	3.57142857143	412.714285714	0.571428571429	5.85714285714	89444.2857143	120602.285714	540.428571429	51699.5714286	371.571428571	15.0	0.0	32.4285714286	622761106.286	22637.8571429	1897.71428571	200	38000	38000	38400	4621.4	0.0	4.5	0.0	1.0	0.0	0.0	38.4	0.0	3691.6	3955.6	7793.1	7.0	2952.9	67.8	44.5	7.0	537.0	0.0	216.7	7110.1	0.0	71.3	46.0	735.8	0.0	7.0	0.0	0.0	37.3	1.0	116.4	2.0	0.0	0.5	0.5	11.4	25.5	85.9	85.0	2445.4	5.3	3.4	48.5	256.7	561.7	1.0	22.0	2172.3	13.2	18.4	0.0	6.0	7.5	22.7	0.0	11.5	2297.6	0.0	1.5	0.0	325.9	1.2	0.7	28684.3	0.5	2656.3	1.5	0.0	1.0	0.7	224.7	1.7	0.0	10.8	3.0	8.9	0.0	0.0	3.3	7.0	0.0	0.3	3457.4	3.0	1730.3	3.5	1340.4	0.7	21.2	0.0	1098.7	0.0	0.0	0.0	1.0	23283.4	312.3	20.5	211.247784347
87	3517.6	1.3	952.1	38257.7	1707.5	189.8	0.6	3.9	295.3	0.8	6.3	84717.6	119124.4	540.7	58034.0	372.1	2.0	0.0	32.6	623435366.4	22634.6	1901.8	200	39400	39400	40000	9252.7	0.1	8.9	0.0	2.0	0.0	0.0	67.8	0.0	7374.2	7759.1	15565.4	21.1	5799.1	126.0	89.0	21.1	1068.8	0.0	423.2	14089.6	0.0	141.7	80.2	1478.8	0.0	21.1	0.0	0.0	71.4	2.0	257.4	4.0	0.0	1.0	1.0	23.0	49.0	172.7	169.9	4870.5	10.2	6.0	97.2	509.3	1095.4	1.8	44.4	4330.0	27.1	34.2	0.0	13.4	13.0	42.2	0.0	22.3	4458.3	0.0	3.0	0.0	657.7	2.9	1.0	57267.4	1.0	5312.8	3.0	0.0	2.0	1.0	502.7	3.0	0.0	14.0	6.0	17.0	0.0	0.0	4.3	14.0	0.0	0.0	6883.1	4.3	3237.8	7.0	2650.7	1.1	39.2	0.0	2170.2	0.0	0.6	0.0	1.8	45864.2	636.0	41.0	222.034827785
88	3628.33333333	1.33333333333	944.0	38189.5555556	1685.0	184.555555556	0.222222222222	4.77777777778	267.444444444	0.333333333333	6.88888888889	92292.1111111	121421.444444	541.888888889	57095.8888889	371.444444444	2.0	0.0	32.6666666667	621402339.556	22648.1111111	1874.55555556	200	39600	39400	40000	9305.0	0.0	8.9	0.0	2.0	0.0	0.0	30.2	0.0	7284.8	7857.0	15580.2	20.4	5707.8	123.1	89.0	20.4	1057.9	0.0	427.1	14081.5	0.0	141.7	84.1	1443.2	0.0	20.4	0.0	0.0	37.4	2.0	250.6	4.0	0.0	1.0	1.0	22.6	49.0	170.8	169.1	4880.4	9.0	6.0	97.5	502.6	1060.4	1.8	44.0	4259.6	26.3	32.4	0.0	13.5	12.0	43.5	0.0	21.9	4119.9	0.0	3.0	0.0	656.1	2.7	1.0	57041.8	1.0	5300.0	3.0	0.0	2.0	1.0	504.6	3.0	0.0	14.0	6.0	17.0	0.0	0.0	4.2	14.0	0.0	0.0	6804.9	4.2	3510.3	7.0	2504.6	1.3	40.5	0.0	2145.2	0.0	1.3	0.0	1.8	45368.7	632.2	6.0	222.74542303
89	3593.0	1.0	938.7	38211.2	1678.8	182.8	0.2	4.5	285.9	0.5	6.9	82290.4	119952.1	541.9	57198.2	374.6	2.0	0.0	32.7	622075084.8	22532.1	1866.3	200	39800	39600	40200	9307.4	0.0	8.9	0.0	2.0	0.0	0.0	32.4	0.0	7355.0	7881.7	15559.6	20.2	4849.9	128.7	89.0	20.2	1055.4	0.0	419.5	14139.8	0.0	141.7	72.6	1442.0	0.0	20.2	0.0	0.0	37.3	2.0	287.5	4.0	0.0	1.0	1.0	22.8	49.0	171.8	169.4	4861.4	9.0	6.0	97.4	484.7	1057.9	1.8	44.2	4274.5	26.6	34.1	0.0	12.4	12.0	42.8	0.0	22.4	4127.3	0.0	3.0	0.0	658.0	2.2	1.0	56714.9	1.0	5309.4	3.0	0.0	2.1	1.0	568.0	3.0	0.0	14.0	6.0	17.0	0.0	0.0	4.5	14.0	0.0	0.0	6775.2	4.5	3571.6	7.0	2509.4	1.1	39.8	0.0	2147.5	0.0	0.0	0.0	1.8	45136.3	673.5	6.0	224.4865364
90	3455.9	0.6	937.9	38363.8	1665.2	180.9	0.3	4.9	270.0	0.4	7.3	81894.7	119619.5	539.9	57406.8	373.2	2.0	0.0	32.8	622056652.8	22599.9	1851.3	200	38600	38600	39000	9309.8	0.0	8.8	0.0	2.0	0.0	0.0	32.8	0.0	7439.2	7735.3	15557.7	22.2	5692.5	130.0	89.0	22.2	1057.1	0.0	416.2	13962.6	0.0	141.4	69.9	1442.4	0.0	22.2	0.0	0.0	38.8	2.0	262.7	4.0	0.0	1.0	1.0	23.6	49.0	171.9	169.3	4859.3	10.0	6.4	96.0	485.6	1061.1	1.6	44.2	4250.0	26.7	33.5	0.0	11.7	12.5	43.2	0.0	22.6	4148.1	0.0	3.0	0.0	659.7	2.6	1.2	56747.3	1.0	5328.4	3.0	0.0	2.0	1.2	501.2	3.2	0.0	13.9	6.0	17.4	0.0	0.0	4.8	14.0	0.0	0.0	6775.5	4.8	3330.4	7.0	2525.7	1.0	40.2	0.0	2161.8	0.0	0.9	0.0	1.6	45141.9	653.7	6.0	222.987362505
